"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
28,"unemployed","single","high.school","no","no","no","cellular","apr","mon",97,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099.1,"yes"
44,"management","divorced","university.degree","no","yes","yes","telephone","jun","thu",37,3,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
48,"services","divorced","basic.6y","","yes","no","telephone","jun","tue",319,8,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
48,"technician","married","university.degree","no","no","no","cellular","aug","thu",42,7,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
39,"blue-collar","married","basic.6y","no","no","no","telephone","may","thu",108,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
50,"","married","","","no","no","cellular","jul","mon",53,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
36,"unemployed","single","basic.4y","","no","no","telephone","may","fri",544,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
37,"services","single","high.school","no","no","no","telephone","may","mon",96,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
50,"technician","married","professional.course","no","no","no","cellular","aug","wed",467,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
55,"services","married","high.school","","yes","no","telephone","jun","fri",315,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
31,"blue-collar","single","basic.9y","no","yes","yes","cellular","jul","fri",1081,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
34,"technician","married","professional.course","no","no","no","cellular","aug","mon",126,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
32,"admin.","married","university.degree","no","yes","yes","telephone","may","wed",338,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
45,"blue-collar","married","basic.4y","no","no","no","cellular","jul","tue",157,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
44,"blue-collar","married","basic.4y","no","no","no","telephone","may","mon",281,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"management","divorced","high.school","no","yes","no","telephone","may","mon",19,5,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
31,"admin.","single","high.school","no","no","no","cellular","aug","tue",241,1,999,1,"failure",-1.7,94.027,-38.3,0.886,4991.6,"no"
31,"admin.","single","university.degree","no","no","no","telephone","jun","fri",213,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
37,"admin.","married","university.degree","no","no","no","cellular","aug","fri",82,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
33,"self-employed","married","university.degree","no","yes","no","cellular","mar","wed",184,1,11,1,"success",-1.8,93.369,-34.8,0.644,5008.7,"no"
32,"admin.","married","university.degree","no","yes","yes","cellular","may","thu",135,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"no"
33,"blue-collar","single","basic.9y","no","no","yes","cellular","may","wed",331,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
39,"technician","divorced","university.degree","no","no","yes","telephone","oct","mon",2016,1,999,0,"nonexistent",-0.1,93.798,-40.4,5,5195.8,"yes"
30,"blue-collar","married","basic.9y","no","no","yes","telephone","jul","wed",27,16,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
32,"services","divorced","high.school","no","yes","no","telephone","may","wed",245,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
30,"blue-collar","single","basic.4y","no","no","no","telephone","may","wed",59,8,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
28,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",390,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes"
37,"admin.","single","university.degree","no","yes","yes","cellular","may","fri",171,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
47,"technician","married","professional.course","no","yes","no","cellular","aug","tue",256,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
46,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",399,1,999,1,"failure",-2.9,92.201,-31.4,0.873,5076.2,"yes"
40,"admin.","married","university.degree","no","yes","no","cellular","may","mon",174,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
47,"admin.","single","university.degree","","yes","yes","telephone","may","thu",656,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
39,"blue-collar","married","basic.6y","no","yes","yes","cellular","may","tue",225,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
35,"admin.","married","university.degree","no","yes","no","telephone","jul","fri",304,1,999,2,"failure",-1.7,94.215,-40.3,0.896,4991.6,"yes"
49,"housemaid","single","university.degree","no","no","yes","cellular","dec","mon",334,3,999,0,"nonexistent",-3,92.713,-33,0.717,5023.5,"no"
52,"entrepreneur","married","university.degree","no","yes","no","cellular","apr","wed",126,1,999,2,"failure",-1.8,93.075,-47.1,1.415,5099.1,"no"
50,"blue-collar","married","basic.9y","no","yes","yes","cellular","aug","thu",46,5,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
44,"technician","married","high.school","no","yes","yes","cellular","aug","fri",390,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
51,"blue-collar","married","basic.9y","","no","yes","telephone","may","wed",261,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"blue-collar","married","basic.6y","no","no","yes","telephone","jun","mon",1576,3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
50,"entrepreneur","married","university.degree","no","no","no","cellular","nov","fri",48,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
54,"technician","married","professional.course","no","yes","no","telephone","sep","mon",289,1,999,0,"nonexistent",-3.4,92.379,-29.8,0.797,5017.5,"no"
43,"blue-collar","divorced","basic.4y","","no","no","telephone","jul","fri",195,1,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,"no"
29,"admin.","single","basic.9y","","no","no","telephone","may","wed",272,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
37,"blue-collar","married","basic.4y","","","","telephone","may","wed",195,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
44,"blue-collar","married","basic.9y","no","no","yes","cellular","jul","fri",185,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
50,"admin.","married","university.degree","no","no","no","telephone","jun","thu",77,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
34,"technician","married","professional.course","no","no","no","cellular","apr","fri",132,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
27,"admin.","single","university.degree","no","no","no","cellular","sep","wed",397,1,999,0,"nonexistent",-3.4,92.379,-29.8,0.781,5017.5,"yes"
43,"services","married","high.school","no","no","no","telephone","may","mon",207,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
49,"technician","divorced","high.school","no","yes","no","cellular","jul","thu",1171,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
47,"services","married","high.school","","yes","no","telephone","jun","fri",247,7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
35,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu",82,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
39,"services","married","high.school","no","no","no","cellular","jul","wed",356,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
29,"blue-collar","single","high.school","","","","telephone","may","thu",242,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
45,"services","married","high.school","","no","no","cellular","aug","mon",138,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
37,"technician","married","professional.course","no","no","no","cellular","aug","wed",157,3,4,2,"success",-2.9,92.201,-31.4,0.884,5076.2,"yes"
45,"blue-collar","married","basic.9y","","no","no","telephone","may","fri",222,9,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
51,"services","married","basic.9y","no","no","no","cellular","nov","tue",93,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
30,"student","single","","","yes","no","telephone","may","mon",114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
59,"admin.","married","basic.4y","","yes","no","cellular","jul","thu",137,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
25,"student","single","high.school","no","yes","no","cellular","may","thu",959,3,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"yes"
42,"management","married","university.degree","","yes","no","telephone","may","mon",181,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"admin.","single","university.degree","no","no","no","cellular","aug","wed",391,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
47,"services","married","high.school","no","yes","yes","cellular","may","mon",398,1,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"no"
36,"technician","married","professional.course","no","no","no","cellular","may","wed",127,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
54,"management","divorced","university.degree","no","yes","no","telephone","may","thu",49,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
39,"unemployed","single","high.school","no","yes","no","cellular","jul","fri",90,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.896,4991.6,"no"
73,"retired","married","university.degree","no","no","no","cellular","nov","fri",160,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.718,5017.5,"yes"
23,"student","single","basic.4y","no","yes","no","cellular","apr","wed",1372,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"no"
37,"admin.","married","high.school","no","yes","no","telephone","may","fri",584,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
55,"technician","married","professional.course","no","yes","no","telephone","aug","fri",77,7,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
28,"technician","single","university.degree","no","yes","no","cellular","jul","tue",175,5,999,0,"nonexistent",-1.7,94.215,-40.3,0.876,4991.6,"no"
29,"blue-collar","married","basic.9y","no","no","no","cellular","jul","tue",249,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
43,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","wed",28,4,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
27,"student","single","university.degree","no","yes","yes","cellular","apr","tue",147,2,999,1,"failure",-1.8,93.749,-34.6,0.646,5008.7,"no"
31,"entrepreneur","divorced","high.school","no","yes","no","telephone","may","tue",383,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"technician","married","professional.course","","yes","no","telephone","jun","thu",69,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
45,"management","married","basic.9y","","yes","no","cellular","jul","mon",297,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
42,"self-employed","married","university.degree","","no","yes","cellular","jul","mon",95,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
36,"unemployed","married","university.degree","","yes","no","cellular","jun","mon",450,1,999,1,"failure",-2.9,92.963,-40.8,1.266,5076.2,"no"
24,"technician","single","professional.course","","yes","yes","telephone","may","fri",447,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
44,"technician","divorced","professional.course","no","no","no","cellular","aug","wed",157,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
45,"blue-collar","married","basic.4y","","no","no","cellular","may","wed",193,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
49,"admin.","married","high.school","no","yes","no","cellular","nov","fri",36,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
52,"admin.","married","university.degree","no","no","yes","telephone","may","mon",134,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
23,"services","single","high.school","no","no","no","telephone","may","wed",107,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
47,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",127,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
28,"services","married","high.school","no","yes","no","telephone","may","mon",81,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
28,"admin.","single","university.degree","no","no","no","cellular","mar","wed",411,2,999,0,"nonexistent",-1.8,92.843,-50,1.548,5099.1,"yes"
39,"admin.","married","university.degree","no","yes","no","telephone","may","fri",238,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
52,"blue-collar","single","basic.9y","","yes","no","telephone","may","thu",130,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
36,"blue-collar","divorced","basic.6y","no","yes","no","cellular","apr","mon",339,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
44,"admin.","divorced","university.degree","no","yes","no","telephone","jun","fri",25,6,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
32,"admin.","married","university.degree","no","no","no","cellular","may","fri",209,2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
30,"blue-collar","single","university.degree","no","no","no","cellular","mar","fri",166,1,999,0,"nonexistent",-1.8,92.843,-50,1.531,5099.1,"no"
35,"admin.","divorced","university.degree","no","yes","no","telephone","may","fri",221,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
50,"blue-collar","divorced","basic.9y","no","no","no","telephone","jul","wed",79,3,999,0,"nonexistent",1.4,93.918,-42.7,4.956,5228.1,"no"
55,"admin.","divorced","university.degree","no","yes","yes","cellular","jul","thu",209,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
31,"entrepreneur","","university.degree","no","yes","no","telephone","oct","thu",157,4,999,1,"failure",-3.4,92.431,-26.9,0.722,5017.5,"no"
30,"technician","single","university.degree","","no","no","cellular","aug","mon",131,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
58,"blue-collar","married","basic.4y","","yes","no","telephone","may","thu",148,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
27,"services","married","high.school","no","yes","no","cellular","jul","fri",110,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
33,"technician","married","professional.course","no","yes","no","cellular","aug","mon",417,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
43,"entrepreneur","married","basic.4y","no","no","no","cellular","jul","mon",25,30,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
31,"unemployed","married","basic.9y","no","yes","no","telephone","may","wed",43,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
41,"","married","","no","yes","yes","cellular","aug","mon",653,2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
51,"services","single","high.school","","no","no","cellular","jul","thu",171,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
29,"technician","single","university.degree","no","","","telephone","may","mon",147,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
38,"services","married","basic.9y","no","no","yes","cellular","apr","thu",96,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.483,5099.1,"no"
42,"blue-collar","married","basic.9y","","yes","no","cellular","jul","thu",367,2,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
48,"blue-collar","married","high.school","","yes","yes","telephone","may","tue",299,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"technician","single","professional.course","no","yes","no","telephone","aug","fri",107,2,999,1,"failure",-2.9,92.201,-31.4,0.881,5076.2,"no"
46,"housemaid","married","basic.4y","no","yes","no","telephone","may","thu",158,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
25,"admin.","single","high.school","no","yes","no","cellular","jul","thu",418,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
32,"admin.","single","professional.course","no","yes","yes","telephone","may","fri",73,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
34,"technician","married","high.school","no","no","no","cellular","nov","thu",732,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes"
52,"blue-collar","married","basic.4y","","no","yes","cellular","jul","fri",682,10,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
57,"technician","divorced","","no","yes","yes","telephone","jun","tue",237,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
33,"technician","single","professional.course","no","yes","no","telephone","mar","tue",244,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.646,5008.7,"no"
35,"technician","single","university.degree","no","no","no","cellular","aug","wed",118,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
50,"admin.","married","basic.6y","no","no","no","telephone","may","fri",66,4,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
48,"management","married","high.school","no","no","no","cellular","jul","tue",116,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
44,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","fri",113,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
40,"admin.","divorced","professional.course","no","no","no","telephone","may","wed",509,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
39,"admin.","married","high.school","no","yes","no","cellular","apr","wed",286,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.498,5099.1,"no"
30,"services","divorced","basic.9y","no","no","no","telephone","jun","mon",394,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"yes"
58,"retired","married","professional.course","","yes","no","cellular","jul","fri",165,2,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,"no"
33,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","tue",531,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
38,"unemployed","married","basic.9y","","no","no","telephone","may","mon",200,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"blue-collar","single","university.degree","no","no","no","cellular","nov","mon",242,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
24,"student","single","high.school","no","yes","no","cellular","may","wed",258,1,3,5,"success",-1.8,93.876,-40,0.672,5008.7,"yes"
27,"blue-collar","married","","no","yes","no","telephone","may","fri",187,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"unemployed","single","professional.course","","yes","no","cellular","apr","mon",533,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
25,"services","single","high.school","no","no","no","telephone","may","tue",72,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
38,"technician","married","professional.course","no","yes","no","telephone","jun","fri",220,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
53,"blue-collar","married","basic.9y","","yes","no","telephone","may","wed",489,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
53,"services","divorced","basic.4y","","yes","no","cellular","jul","wed",185,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
49,"self-employed","married","high.school","no","no","no","cellular","may","fri",309,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
31,"technician","married","professional.course","","yes","no","cellular","aug","wed",84,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
43,"technician","single","basic.9y","no","yes","no","telephone","jun","fri",461,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
42,"blue-collar","married","basic.9y","","yes","no","cellular","apr","tue",189,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"no"
53,"services","married","high.school","no","no","no","cellular","nov","mon",166,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
37,"admin.","married","high.school","","no","no","cellular","aug","fri",45,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
25,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",149,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
59,"admin.","married","high.school","no","yes","no","cellular","aug","wed",1019,2,2,1,"success",-2.9,92.201,-31.4,0.884,5076.2,"yes"
80,"retired","divorced","basic.4y","no","yes","no","cellular","apr","wed",354,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"no"
34,"admin.","single","university.degree","no","no","no","cellular","aug","thu",161,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
51,"services","married","high.school","","no","no","telephone","may","wed",132,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
55,"blue-collar","married","basic.4y","no","no","no","cellular","jul","wed",525,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
32,"blue-collar","married","high.school","no","no","yes","telephone","jun","mon",140,1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
50,"admin.","married","basic.9y","no","no","no","cellular","nov","thu",315,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
55,"technician","married","professional.course","","yes","no","telephone","may","mon",135,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
59,"retired","divorced","basic.4y","","no","no","telephone","may","tue",273,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
45,"unemployed","divorced","high.school","no","no","no","cellular","may","wed",90,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
25,"blue-collar","single","basic.9y","no","no","no","cellular","sep","mon",92,1,999,2,"failure",-3.4,92.379,-29.8,0.797,5017.5,"no"
45,"blue-collar","married","basic.4y","","yes","no","telephone","may","wed",103,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
53,"admin.","married","university.degree","no","no","no","cellular","aug","wed",184,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
49,"blue-collar","married","professional.course","no","no","no","cellular","may","tue",325,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
40,"management","married","university.degree","no","no","no","cellular","nov","fri",147,3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
32,"admin.","married","university.degree","no","no","yes","cellular","jul","wed",112,8,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
46,"self-employed","married","basic.9y","","yes","yes","telephone","may","mon",88,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"technician","single","high.school","no","no","no","telephone","jun","wed",112,3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
28,"technician","divorced","university.degree","no","yes","no","cellular","jul","wed",136,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
42,"blue-collar","married","basic.4y","","yes","no","telephone","may","fri",72,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"blue-collar","married","basic.4y","no","yes","no","cellular","apr","fri",156,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
61,"retired","married","university.degree","no","no","no","cellular","nov","mon",507,1,999,0,"nonexistent",-1.1,94.767,-50.8,1.05,4963.6,"no"
31,"blue-collar","married","basic.9y","no","no","no","telephone","jun","tue",397,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
21,"blue-collar","single","basic.9y","no","","","cellular","jul","wed",359,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
57,"housemaid","married","basic.4y","no","no","no","cellular","apr","wed",224,2,6,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"yes"
26,"technician","single","university.degree","no","yes","yes","cellular","aug","wed",65,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.854,5076.2,"no"
31,"technician","married","university.degree","no","yes","no","cellular","aug","wed",224,2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
36,"blue-collar","single","basic.6y","no","yes","no","telephone","jun","tue",214,8,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
32,"blue-collar","married","basic.6y","no","no","no","cellular","jul","tue",59,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
56,"retired","married","university.degree","no","yes","no","cellular","jun","wed",252,1,999,2,"failure",-2.9,92.963,-40.8,1.26,5076.2,"no"
27,"admin.","married","high.school","no","no","no","cellular","may","thu",643,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
32,"admin.","single","university.degree","no","yes","yes","cellular","aug","tue",199,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
39,"admin.","divorced","high.school","no","no","no","cellular","jul","tue",121,17,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
29,"services","single","high.school","no","yes","no","cellular","may","mon",14,8,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
33,"blue-collar","married","basic.6y","","no","yes","cellular","jul","mon",111,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
55,"admin.","married","basic.9y","no","no","no","cellular","nov","mon",154,3,999,0,"nonexistent",-3.4,92.649,-30.1,0.722,5017.5,"no"
36,"entrepreneur","divorced","high.school","no","yes","no","cellular","nov","fri",230,3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
27,"admin.","married","high.school","no","no","no","cellular","may","fri",71,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
34,"blue-collar","married","basic.4y","","yes","no","telephone","jun","tue",239,8,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
39,"retired","single","basic.6y","","yes","no","cellular","may","wed",466,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
49,"technician","married","professional.course","no","no","no","telephone","may","thu",63,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
34,"admin.","single","university.degree","no","no","no","cellular","may","fri",101,4,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
47,"self-employed","divorced","professional.course","","yes","no","telephone","jun","mon",364,13,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
58,"","married","basic.4y","no","yes","no","telephone","jun","mon",149,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
40,"blue-collar","married","basic.9y","","no","no","telephone","jun","thu",101,11,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
59,"blue-collar","married","basic.4y","","no","no","telephone","may","fri",424,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
45,"blue-collar","married","basic.9y","","no","no","telephone","may","wed",121,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
33,"admin.","divorced","university.degree","no","no","no","cellular","aug","wed",259,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
43,"blue-collar","married","high.school","no","yes","no","cellular","may","fri",48,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
56,"admin.","married","high.school","no","no","no","telephone","jun","fri",489,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
44,"admin.","married","basic.9y","","no","no","cellular","may","wed",217,3,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
